area,bedrooms,bathrooms,price
2039,5,5,6517756.004893594
2601,5,2,8113454.819650078
4710,1,5,14329631.605415933
1012,5,1,3316257.460851744
3770,2,2,11469536.31055392
2690,3,3,8309867.860992084
2062,5,1,6466841.862563856
2546,1,2,7747170.879135474
1583,4,5,5098032.6673946725
1097,5,4,3660003.785367608
1114,2,1,3471562.9876830187
4838,2,1,14644364.443610724
2100,2,5,6549958.699625131
3494,1,5,10682817.571902527
4756,1,2,14377763.627925985
3082,2,1,9376372.878852036
2822,3,3,8705602.800986769
2271,1,2,6923860.634706551
1292,2,4,4095769.8823693763
3248,3,3,9984262.004452134
1524,3,3,4811792.822009912
2976,5,4,9297496.2909531
1213,1,3,3778194.9289986435
2410,2,4,7450671.906932615
2448,2,3,7534424.382852944
4597,5,3,14131460.249026142
4204,3,3,12851023.820432242
4119,5,4,12726960.191185614
2413,2,4,7459003.288326645
4987,5,1,15241985.913670896
4260,3,2,12989385.89866716
4411,3,1,13412318.930052463
1766,5,1,5578878.481167134
4063,2,4,12409191.944502858
2030,1,1,6170310.221762386
2919,4,2,9016544.754537312
4593,5,1,14059377.655999864
2958,2,2,9033798.769328123
4203,5,2,12918555.438630486
1637,2,3,5100722.034596792
2819,4,1,8687494.091156185
3258,5,5,10174378.816101164
1903,1,1,5788978.721911648
3149,4,1,9677460.201236151
4355,3,1,13244418.511841992
4036,3,1,12287489.721386619
4501,3,5,13802188.296389688
2055,1,5,6365175.031746431
3555,4,4,10985321.961479923
4271,2,5,13062039.765531886
1746,4,2,5497751.687879152
3460,1,1,10460030.638818553
4964,3,5,15191275.876644125
3854,5,2,11871912.740600567
1868,4,1,5834192.382156211
2580,5,4,8109952.743163557
2783,1,1,8429475.563969122
3100,2,3,9490503.743136665
3600,4,5,11150627.793169301
1870,3,1,5790177.868421282
4869,5,5,15007672.233368265
2602,1,2,7915194.734578191
4518,3,5,13853545.781673843
2329,5,4,7357936.326225565
3396,3,2,10398788.231563304
3079,5,4,9606360.10134952
2299,5,4,7267249.492205529
3295,2,5,10135219.311706401
3696,1,3,11228480.498196632
3137,4,2,9670605.65523953
4780,2,4,14559373.9542781
2958,5,5,9274697.159474257
4233,4,5,13048533.048385233
4519,1,4,13726233.44530108
3495,3,2,10695259.27067053
2364,2,2,7251019.799335877
2697,4,1,8321077.068468857
2894,2,2,8841664.753071876
2742,5,2,8536379.805841371
1469,2,4,4627958.298156332
3900,1,1,11779065.26898134
2387,3,5,7460441.947182882
2757,5,3,8610031.20654659
2400,5,2,7509415.558737355
1435,2,3,4494087.600632441
1349,1,2,4157949.320412879
2030,4,2,6350920.432189962
4843,2,1,14658823.952928035
1320,4,1,4189539.7172273537
2122,4,5,6715464.337641098
4574,4,1,13952732.583370326
1318,1,2,4063505.239599444
1948,4,2,6104455.659519677
2331,5,3,7332122.526000536
3952,1,1,11935801.555845298
4387,5,3,13500380.08359896
3635,5,1,11184201.993400048
3660,4,1,11209078.04510388
2716,4,4,8468299.01270554
3076,4,5,9577818.964308219
4923,4,4,15088078.91747831
3823,3,3,11709733.82853958
4492,1,5,13676486.852031061
4178,5,5,12934456.586032405
4903,1,5,14908650.5213637
1019,3,1,3237752.9805852906
4098,1,5,12494500.94445895
3339,1,2,10126269.825570548
4510,2,4,13750124.745446669
1556,3,4,4938610.641155728
1707,3,4,5391434.353069795
2844,4,4,8852401.535304276
2226,2,5,6927079.365049447
1131,2,2,3553325.113312978
4836,3,2,14718314.870169584
3133,4,4,9718009.043444313
2392,2,4,7396944.398381816
1322,5,2,4275430.453430506
4734,5,1,14482164.136840586
2525,5,2,7885409.180243994
4297,3,4,13161514.600028444
1107,4,5,3670149.991088904
3805,1,5,11614126.222719926
2728,1,1,8264668.146300776
3439,5,2,10627991.446102038
3446,1,4,10508129.49337662
2872,3,5,8916551.623726008
4980,1,5,15139010.905561756
3794,4,1,11612375.901070755
4700,4,1,14330426.287658285
4721,4,2,14422660.572849477
3234,4,2,9962777.230191197
1875,1,1,5704786.117193692
2363,5,5,7488726.486586037
2776,4,1,8558813.380816324
4480,5,1,13719613.311839428
2069,2,2,6366022.3351676185
1460,3,1,4559767.444320286
4460,5,4,13749518.376269294
4334,3,4,13271232.757948095
1479,2,5,4686915.5219849
4288,3,2,13073154.15405189
3926,2,3,11968728.369092397
1881,2,5,5892405.377164538
2968,2,2,9063170.318601059
1150,3,5,3749139.0200333283
4429,3,4,13557110.676366922
1666,5,1,5278572.05471016
1035,1,3,3244240.1951327818
3918,1,3,11893136.997192258
3279,3,3,10077176.066820253
2299,3,4,7166085.874022956
3875,2,2,11784560.467150055
1220,3,4,3929471.8088221173
3929,5,4,12157075.971392205
2043,2,3,6319543.20010272
3163,5,5,9889609.819438681
3907,2,3,11911094.922253072
2285,3,1,7034459.441547882
3066,4,1,9428827.491921585
1609,1,4,4997877.009112829
4017,4,4,12371429.36132959
3662,5,5,11385031.912559094
2705,2,4,8335850.538050734
3527,2,5,10831170.89394175
3201,3,1,9782623.73374386
4611,2,5,14083434.146594169
3775,2,5,11575806.860984134
2484,1,3,7591395.311015292
2077,5,2,6540986.363529914
1764,2,1,5421470.428852576
3924,3,1,11951791.539537553
4198,3,1,12774402.541164946
1944,3,2,6041347.2119334275
4412,2,5,13486489.59601881
1579,1,2,4846988.026972371
2437,4,2,7571864.047792683
2989,2,4,9186642.498812098
1067,5,5,3600673.0278903
3934,1,5,12002314.789372157
3431,1,5,10493268.869007362
2275,1,1,6905991.398475032
1170,4,5,3860014.2637618356
3582,3,3,10986972.844224175
1952,5,2,6166558.839387571
3111,4,2,9593128.805319965
3212,3,4,9906018.53473537
2676,5,3,8367769.635670618
1317,2,3,4140804.138723729
4530,3,5,13889955.84080596
1518,5,5,4953700.002592756
3675,4,5,11375672.564399352
2916,3,4,9017370.284536654
4362,4,4,13405161.059127964
4618,5,1,14134522.787292056
1305,5,1,4195704.481210488
2743,3,2,8439058.045855764
3766,2,4,11518279.099142054
2693,5,3,8419169.14021282
3864,4,4,11911319.385862421
4469,5,2,13717863.886886226
3660,4,1,11209063.710740319
4012,2,2,12196857.905662438
2428,2,2,7443410.760149046
3054,5,2,9472939.76006433
1821,4,5,5812467.787782346
3315,1,3,10085852.761970026
1128,5,3,3724238.1192543986
3511,2,3,10723782.671121385
4324,4,1,13201615.800732372
3405,1,3,10355597.0458743
2604,3,1,7991656.490256015
1228,4,2,3943467.165621987
2603,2,2,7968357.871773562
2189,2,1,6697382.540561696
4729,1,2,14297469.758318443
3189,3,2,9776901.821409855
3613,5,5,11238777.762141183
3239,2,5,9966917.304810518
2760,2,3,8470150.086482035
1158,5,3,3814100.123182506
4641,1,1,14002214.75481753
4172,3,2,12725417.182083897
1195,3,3,3825943.252551444
1202,3,1,3785400.8865927644
2525,1,3,7714145.011564508
3324,2,4,10192885.939965306
3487,1,5,10661751.68165786
4980,5,3,15280526.663237564
1561,3,3,4922913.573252007
3973,1,2,12029563.883362474
3849,4,3,11837040.372603571
1550,2,2,4810772.277030556
4854,1,5,14761703.070578046
2259,5,3,7117123.719901581
4781,2,2,14502381.189688696
1367,3,4,4370187.776112381
1049,2,4,3367557.4907519063
1633,3,3,5138144.777348306
1214,5,1,3921912.3773790123
3714,4,3,11432436.925827764
4037,5,3,12451330.472550191
3867,1,2,11710549.605405275
4701,3,2,14312553.168640282
4959,5,2,15187915.641873615
3494,3,5,10781710.897936797
3887,1,4,11831472.71893804
4547,1,3,13781808.122593125
3740,3,3,11459767.264249539
1554,2,1,4792061.6089005815
1106,1,1,3398239.7553833774
1122,2,4,3585002.4873751444
2338,4,1,7243072.545423256
4278,4,1,13063111.233891567
3618,3,1,11033834.805585232
1151,4,1,3683265.1741132243
2555,4,4,7984418.855872447
3923,1,5,11968599.926395798
4620,2,4,14079193.358090885
1828,1,4,5654065.848005171
1379,5,5,4536163.579178626
3619,1,4,11026517.83292309
2469,1,1,7487229.261908421
4176,2,3,12718219.037387004
4404,5,5,13612756.329276226
1523,1,3,4709061.068347363
4871,1,1,14692468.99097625
4438,1,3,13454834.943601571
2174,2,1,6651682.175443064
2404,1,3,7352146.999676468
2534,5,1,7881283.8902798295
4654,1,4,14131412.036533775
4312,1,2,13046133.839468338
1412,4,1,4465746.017367752
4331,5,3,13332210.849731801
1901,5,4,6072502.036156648
4912,2,2,14895261.791794617
3902,1,2,11815200.219052812
3688,1,3,11203801.12049589
1421,2,5,4512381.500261879
3263,1,5,9988296.776364101
4453,4,2,13619502.368112389
1892,2,5,5925458.623376036
1903,1,4,5879109.369394712
4550,3,4,13920459.539757978
2933,2,1,8929050.739634896
3551,5,3,10992196.326506974
4043,5,3,12469197.729674771
4314,1,4,13111493.979233377
4101,2,3,12493321.937488116
1920,2,4,5980513.144076533
1466,3,3,4638063.713208532
1498,2,3,4683883.083574997
2236,3,1,6888332.817634091
1866,4,5,5948285.891942365
4418,4,4,13573304.213440994
2737,1,1,8290390.280798167
3823,5,1,11748488.10654096
4234,2,2,12861968.335643535
1339,2,2,4176184.517931278
2822,5,2,8776398.480369199
3793,4,2,11638752.508535491
4095,5,3,12624880.239548426
4120,1,1,12439073.58419651
4168,5,5,12904337.57886703
2959,5,3,9217920.902244804
4539,3,1,13796335.373711972
3058,1,1,9254738.713733632
1006,1,5,3218654.512217874
4402,5,2,13516794.124585668
4295,2,4,13104676.239182811
1774,3,5,5621810.60946317
2028,1,3,6223033.026958747
4119,2,2,12516271.169538915
2902,4,1,8935907.582996143
4232,5,4,13066077.649885362
2489,1,3,7607235.539291842
3658,3,4,11244140.366891822
4477,4,4,13750658.836258393
4157,4,5,12820684.876554778
2715,5,1,8424045.640758423
1607,4,4,5140540.134001138
4545,2,4,13854967.458897071
2455,5,5,7764496.727224276
4201,5,2,12912183.58463225
4300,5,1,13180811.2298387
1704,1,5,5312360.94540685
1807,2,5,5671081.891780606
2734,2,5,8451202.671684446
2970,3,4,9179523.4703757
3738,1,3,11354906.613864573
3008,1,1,9103004.878719416
1254,1,2,3872429.7199270274
4405,1,2,13324455.457853727
3293,2,4,10098595.429810703
2379,1,3,7277847.844807589
2373,3,1,7298401.073294146
2551,4,3,7942757.107226443
4862,2,1,14716653.978404088
2772,4,5,8666402.158311976
3845,1,1,11615870.163685184
2183,1,1,6629036.560194637
3828,4,5,11834261.931916432
2280,3,5,7139112.943372667
1080,3,4,3509777.9884835775
1521,2,4,4783853.911594084
3065,5,4,9564805.405562919
1113,4,3,3629744.650103626
3262,3,3,10026128.663404496
2862,2,2,8745956.828547902
4878,3,1,14813893.244561277
1509,4,4,4846614.900999176
1060,5,2,3490695.076827587
4081,4,4,12563969.405585157
3539,1,3,10756810.789788844
4734,1,3,14342837.893782549
1258,1,5,3973451.04187807
2728,3,1,8364448.091459827
4604,2,1,13941881.939009445
4558,2,4,13894026.556662792
3374,3,3,10361012.56154634
2500,5,2,7809498.705150855
4714,4,5,14491505.123868264
2090,2,3,6460058.960683401
2097,3,3,6530912.945026955
4838,1,3,14654065.193989834
2063,1,2,6299148.861688834
2030,4,5,6440744.009747115
1511,2,3,4722024.42872295
3400,1,5,10400576.909819888
1881,5,4,6012311.36470684
1231,2,1,3822169.3669145987
1677,2,3,5221088.09103555
3611,2,4,11053762.5837089
3775,1,3,11464155.686509974
2484,3,3,7692210.691630228
2461,4,5,7733553.17443163
1161,2,2,3643126.316079203
2397,5,2,7501551.698159844
4247,2,5,12991652.029692931
2100,4,5,6650171.866306107
3957,3,4,12140804.453288948
2106,2,4,6538630.610051652
4991,4,3,15262783.934127862
4333,4,3,13288156.408493984
2242,2,5,6976097.248067326
2250,4,3,7040811.52949452
3778,2,1,11463316.752371356
4173,2,4,12738532.97217691
1483,4,5,4798033.683677734
1279,4,3,4126507.8409383595
1643,3,1,5109512.796677354
3108,5,2,9633902.814819193
2733,5,4,8568802.06568518
3850,3,3,11790272.01642674
1624,1,3,5012288.344518429
4325,5,3,13314104.193468075
2632,4,3,8185970.333295201
4695,5,1,14365032.456670163
3970,1,5,12110968.619604012
4147,1,4,12610743.12949762
4845,2,4,14754710.962107195
1903,4,1,5938382.86125847
4130,1,3,12529339.979879048
4690,2,1,14199315.10836275
1672,5,4,5385346.313810821
3034,2,2,9262673.287428973
1197,2,1,3721550.0985379335
4933,2,5,15048962.48217887
1386,3,3,4397724.136467946
2298,5,3,7234583.963067998
4651,3,2,14162607.003890896
2292,4,1,7106690.791192498
4157,5,5,12870070.128793754
2094,2,3,6472053.073186969
3257,2,4,9990051.512430398
2542,5,1,7906151.085390945
3332,5,3,10335132.270137964
3444,4,2,10592774.071468426
4211,5,2,12942433.50269542
4791,3,2,14582874.989769753
4370,1,5,13310228.865222214
4059,4,2,12437989.766855424
3378,3,3,10373966.473680213
1788,2,4,5583383.804107452
3369,4,5,10457864.935331756
4060,5,4,12549495.493542757
4085,2,4,12475516.084900862
4961,5,2,15192374.373122519
2487,2,2,7620876.231423029
2029,1,5,6287002.743879429
2882,5,2,8956378.561318053
1743,1,2,5338934.261093525
3150,2,5,9700332.500777172
2871,2,4,8832709.044043794
3559,5,3,11017728.179625368
3325,3,3,10214701.750238836
1878,4,1,5863793.604453178
1543,1,2,4738522.678414126
3506,1,5,10718225.113316348
2893,1,1,8759776.196959384
2453,1,3,7499787.604558365
2626,4,1,8107690.939069653
3020,3,4,9329272.519612422
4517,4,3,13841502.498768449
2303,4,4,7228904.1966050025
2241,3,3,6962085.219223257
3994,2,2,12142894.23699255
4132,5,2,12706282.155364983
2510,1,3,7670963.31458964
1963,1,2,5998915.130384753
3234,3,5,10002390.634999322
3619,2,1,10987678.316041227
3192,3,5,9875928.11503348
3185,5,2,9865851.391442625
2701,1,4,8272454.3383970875
4941,3,4,15092565.08108104
3757,1,1,11350534.151333962
1722,5,5,5566866.744638941
2229,1,5,6887368.211622709
2752,4,4,8576851.27065569
4276,2,1,12957859.545331024
1163,3,2,3699064.34432542
3622,4,5,11216019.794049641
3042,4,2,9386229.151796643
2176,5,4,6898549.278534578
1753,3,4,5528469.018585012
4148,5,2,12753779.597517252
1138,1,5,3614988.666548391
3232,4,3,9986073.36375342
4048,1,1,12223519.057621932
3400,5,2,10509623.873121198
2233,5,5,7099337.821519096
2271,4,5,7163356.250366785
1063,3,5,3489331.3403967735
3467,1,1,10480470.390626764
1445,2,2,4495928.091436135
2498,3,2,7704849.80200095
2266,5,4,7167778.513957071
2498,4,5,7843190.531048517
4225,3,4,12945433.408244487
3267,2,2,9961822.839362351
2655,2,2,8125702.831189004
2697,4,3,8380483.523401586
3919,5,1,12037411.57095796
3725,1,2,11284966.860669909
1462,3,1,4566057.639600119
3064,3,2,9401439.320022227
2335,2,4,7225218.354678535
2116,2,5,6597449.881381268
1548,1,1,4724491.951420286
1834,4,1,5731214.09192499
3417,4,2,10511948.670478025
4147,4,5,12790003.044806281
4141,3,5,12722288.06593469
3365,1,1,10175194.418662293
2593,4,5,8128475.039466202
1282,5,5,4245032.934667292
1256,4,5,4118748.296562022
2265,3,3,7035395.543416547
3670,3,1,11189298.558383645
2683,1,1,8128668.452635789
4756,4,1,14498235.14972703
2880,3,1,8820351.73463977
2586,2,4,7977077.992907282
3407,1,5,10421131.488444693
2799,3,2,8606700.385769825
4137,2,4,12630207.05079281
3118,1,4,9523896.151036905
2857,1,2,8680456.549854582
4719,5,5,14556104.149160298
3737,3,5,11510469.376427295
2171,3,3,6753653.642803086
4656,4,5,14318486.96882658
1601,5,4,5172185.813494541
3568,4,3,10994514.438002609
2434,4,3,7591164.942433218
3580,3,5,11040201.913195603
1078,2,1,3363735.233886399
1455,4,4,4684292.437455181
3480,5,1,10719600.268004892
3475,5,1,10704113.118648361
2591,4,2,8032652.684697043
1555,3,2,4875590.22871847
3366,1,4,10267954.631856449
3206,4,3,9908440.393742142
1865,3,4,5865637.742768328
4320,1,4,13130484.99135153
1866,3,4,5867544.668613869
4348,2,3,13233178.297205636
4571,3,3,13953152.024606658
4949,4,1,15076754.109926049
4171,4,4,12832465.56074081
1407,3,1,4401344.909274641
1123,1,4,3539626.8320674226
3898,2,1,11823450.596029937
3388,2,1,10294801.275546888
1359,2,1,4207528.143791355
2141,5,4,6793130.850796124
2322,3,3,7205406.310342108
3149,1,1,9526202.02357956
1498,1,2,4603065.046003082
1552,5,3,4995846.780624938
1283,3,5,4149439.4098254116
1041,1,3,3262039.9873013725
2896,1,4,8858078.254529579
4827,4,4,14801429.452056894
2185,5,1,6834973.366172144
1651,3,2,5163032.1929884385
2229,1,3,6827087.649303676
1662,5,1,5265235.884055311
4659,2,5,14227184.456882892
3006,4,2,9277217.082750728
3727,1,3,11321657.491218794
1924,4,3,6062613.933700398
4759,1,1,14356403.978257943
3374,1,5,10322767.690587599
4381,4,5,13493659.106462523
1137,4,2,3671629.2637968557
4967,3,4,15170048.55365668
3455,5,2,10675725.90020843
1423,5,2,4578810.76082621
1537,1,4,4781464.986944366
1697,1,2,5200628.46014608
3167,4,5,9850430.758076325
3007,5,3,9360077.89224944
4821,2,3,14652632.685416277
1302,5,4,4276431.449564931
3215,2,1,9775408.232921809
1059,5,4,3547032.4291027477
3682,2,2,11206396.181549357
1983,5,1,6228416.5965380175
3982,5,4,12316515.283695785
3419,2,5,10507887.565985078
3940,1,1,11900949.541938327
1272,1,2,3925003.8264578986
2723,1,3,8309902.485297505
4449,1,1,13427497.862665651
4346,2,4,13257558.554469705
2179,5,3,6877124.806776002
1300,4,3,4190876.618062496
4946,5,3,15178791.094894145
2238,2,5,6963306.814500538
3062,3,4,9456332.83942025
1504,4,3,4802167.185191332
3702,3,2,11315722.522010112
4395,1,1,13264862.17423914
3196,5,4,9957271.190058587
2944,1,3,8972832.736228291
4311,1,1,13012585.862568682
4575,1,5,13925674.334997699
1682,1,4,5216959.147728211
3130,1,3,9530572.524149273
4790,2,1,14500847.123656066
2236,5,4,7078120.028617788
3738,1,3,11354541.958903724
4992,1,1,15056322.338811932
4824,1,2,14581658.085640077
3769,4,3,11597051.026749996
1376,2,5,4377659.45793206
1951,2,1,5982365.581360524
4422,3,3,13506490.415288523
1043,5,5,3529391.665201647
1166,3,3,3737950.982299691
4080,1,5,12439164.581752196
4808,1,5,14624753.257724002
4475,5,1,13704535.987176372
1017,1,3,3190597.603358792
1572,5,3,5055876.0223946385
2906,5,5,9118114.410613889
4919,5,2,15066584.106183756
3056,2,2,9327092.083174694
3264,4,4,10111353.93798379
4395,3,5,13485241.932172386
1581,2,3,4933543.672146451
1232,4,2,3955855.425792351
2905,1,5,8914397.052912116
3546,4,2,10898288.130852766
2907,3,2,8930058.030373594
3840,3,1,11700265.786100596
3811,5,1,11713871.314620469
2932,1,4,8966958.865732208
3420,4,4,10580293.244492462
1190,5,3,3909331.32441923
4242,1,4,12896137.380049909
4599,5,1,14077663.529783646
3201,2,2,9763074.346788371
4770,3,1,14490078.914138494
1181,5,2,3852969.4156978754
1735,2,3,5394131.713920949
2587,1,1,7841747.376496514
1696,2,3,5277288.375547701
4248,1,2,12854532.293180374
3296,1,2,9998553.992601214
4425,3,3,13514149.248882957
4169,2,3,12696039.92891226
4493,5,5,13878681.506501734
2317,5,2,7260714.282471827
1120,4,3,3650787.8849979946
1050,1,4,3319712.0239534
1213,5,5,4038236.4695519395
2916,4,1,8978555.563915525
1211,5,3,3973933.007981053
3960,1,3,12019754.911888378
4846,1,3,14678075.365920482
1186,1,4,3728604.968315722
3139,2,2,9577525.915813312
3082,4,4,9565761.716328317
2852,2,4,8775625.466252882
2625,3,5,8174224.414925064
3345,3,1,10214361.39853234
1495,4,5,4834673.958968374
4379,1,2,13247463.162757274
4769,2,4,14526353.289493471
2887,2,3,8850391.243413506
2482,5,5,7845057.972155065
2745,1,5,8434008.987336267
4342,2,5,13275368.701916413
1244,3,4,4002564.53017447
1678,3,4,5303889.956325158
2706,4,1,8348536.4523849515
2171,4,4,6832600.075805641
2314,4,3,7232432.985491122
2427,2,1,7411049.400767138
1316,2,5,4197045.0993783325
2605,4,2,8074835.17677809
4306,2,1,13047914.727541195
1491,2,4,4692536.412792616
3451,2,1,10483916.107165635
1389,4,4,4486586.486566347
2401,3,3,7442033.218323318
4917,1,2,14861494.838731267
3349,1,1,10127130.678887807
2365,3,1,7275778.605335948
1131,5,1,3673026.2053671703
1438,3,5,4613102.218030943
4918,3,4,15024845.224030575
1384,2,4,4372837.775577179
4057,4,5,12521040.902266417
4182,4,4,12865418.433408583
3968,2,1,12033243.012454627
3659,4,2,11237583.697554972
1048,5,5,3543504.585737633
4157,4,3,12760876.415920839
1293,5,2,4189287.841187118
1440,5,1,4599029.694145851
4685,5,5,14454277.391370641
1417,2,4,4471379.654627531
1255,4,3,4054996.7261485667
4363,4,3,13379586.544068187
3711,1,3,11273121.911979591
4899,4,4,15017655.830154764
1381,1,1,4223370.623400606
2238,3,4,6983219.3730052365
1950,4,1,6079987.156931011
3534,4,4,10921586.186303837
2617,3,4,8121720.7794795185
1486,2,4,4678491.172407961
3391,5,4,10542836.50800657
4009,1,1,12107939.055433564
3774,3,4,11591391.756900117
2990,5,2,9279871.802185262
2168,1,3,6644348.633329485
3422,5,4,10636822.794450492
1924,5,1,6051444.215627855
4328,2,5,13233842.31401497
1858,2,4,5794855.106372596
4907,1,4,14890078.265298313
1341,3,1,4202870.519421165
2421,5,4,7633685.256916222
1728,3,4,5453928.812174381
1485,1,5,4654422.878455825
1495,1,5,4684131.242525073
4701,3,5,14402667.12332669
2665,2,2,8154217.431678017
4197,2,2,12751971.91007023
3077,5,4,9600611.123308495
4717,4,4,14470363.722706093
4743,3,3,14468897.475682585
1994,1,3,6121533.806694084
3738,1,3,11353468.738219054
4049,1,3,12287059.004426489
3820,1,3,11600252.94599524
3844,4,1,11762472.886502855
1987,5,4,6331299.631910205
3470,1,5,10610124.607235037
4240,3,1,12899586.945436867
4669,2,3,14197512.551343197
1230,5,1,3969530.9427127945
1247,5,1,4020625.983260752
2013,2,3,6228746.708842618
2858,5,3,8914843.711749667
1351,1,2,4162583.266642993
4305,2,1,13045175.81133375
1921,4,4,6082058.809993336
3998,1,5,12193685.269093607
3919,4,1,11987440.49306962
4183,4,5,12899009.508733818
1037,4,1,3340968.729632886
3061,1,4,9352933.284782022
2502,4,5,7856195.370985107
2585,1,1,7834760.772349999
1862,2,5,5836303.737339428
3446,3,2,10548518.271084333
4565,3,3,13935226.272376336
4631,3,2,14103847.297759315
3173,4,1,9748330.860186024
4267,5,1,13081130.518720455
2843,5,5,8928077.108314632
4111,3,4,12602432.741175696
3777,1,5,11530482.490040187
3150,1,4,9620344.039830457
4544,1,5,13831113.28322651
3748,4,2,11503055.819749339
4239,4,1,12947390.393786782
3040,2,5,9370608.91052428
3215,2,5,9895089.307283228
4531,1,1,13673063.07149302
2168,1,5,6704846.27592046
3378,1,1,10213418.948880227
1527,1,2,4690850.269354199
3942,2,4,12046655.841665572
2814,2,4,8661224.659516575
2881,4,5,8992420.195646686
2564,2,2,7852002.820178125
1741,1,3,5363449.498505093
3431,2,1,10422066.419554528
3088,5,2,9574016.613689188
2008,2,5,6274053.744477503
2913,2,1,8869092.866821097
4479,1,4,13607487.06150541
4462,4,3,13676161.784669824
1518,1,2,4664527.195959228
4352,2,2,13215061.34460843
4034,4,4,12422509.188226962
3369,4,3,10397364.667385021
3604,3,3,11052404.137132091
3239,5,1,9996123.947054962
1368,1,5,4304991.256169693
4093,4,4,12598041.814174958
3409,3,5,10527204.915900601
2517,1,3,7691907.90691878
4097,3,5,12590743.82093703
4743,2,5,14479514.436077723
1329,1,5,4186026.6699850373
4435,2,5,13555888.935041413
1516,4,4,4868429.691492012
3615,1,4,11014810.432974232
1105,2,3,3504964.7487750817
2280,3,1,7019995.730681568
4500,3,4,13770360.88675131
3820,5,4,11830215.196086029
3725,2,2,11335338.321810465
1626,5,2,5188271.522058013
1092,2,1,3405557.0376083986
1683,3,4,5318989.358187267
1174,5,4,3891200.580080719
2225,5,2,6985250.458057206
1673,5,5,5418466.626204953
2225,5,3,7015110.12626579
1582,5,5,5146306.542653317
1214,2,2,3801872.507254302
1969,5,4,6276907.302103606
4671,4,4,14333673.665158149
3024,1,1,9152333.26648691
4425,2,4,13494926.436928673
1297,4,2,4151562.390640011
4735,5,5,14605467.919887338
2656,1,3,8107361.872260929
4467,1,3,13540357.282415595
1429,3,1,4467097.889261423
2313,1,3,7079008.531043461
2043,1,2,6238595.9744559275
1609,5,2,5137907.292012197
2184,5,3,6891564.512596824
1884,4,4,5971173.352781571
4995,5,4,15354707.783339158
4825,5,4,14844043.543958833
4190,1,2,12680068.392549058
3808,2,3,11614214.986890785
2873,5,3,8959264.034518603
2745,2,5,8484702.925191255
1348,1,4,4214333.557595114
2467,3,3,7641845.330883951
2700,1,1,8180279.959104076
3982,1,5,12146497.410903411
4039,5,5,12517648.317057038
3802,5,2,11715129.99019397
3311,3,2,10142715.699194275
3580,5,2,11049466.19113542
2353,1,4,7228647.551005539
3685,5,5,11455303.171191428
1913,1,3,5878900.465114626
2903,5,5,9109719.043962426
4584,5,5,14152603.166518942
4686,1,2,14167043.932469172
1544,5,2,4942305.708353907
3259,2,5,10026589.545923546
1882,5,2,5955662.574670249
3613,3,4,11108758.086515278
3318,1,4,10123358.418831868
4194,3,4,12851787.459128851
3395,1,2,10294638.751767991
3947,4,4,12161839.292881126
1369,2,5,4357690.276475446
4346,2,5,13287242.39390129
3442,1,3,10466344.874521457
3322,1,3,10105494.714706508
3281,1,1,9922766.97698533
2015,2,1,6175463.366002558
3804,4,1,11641200.14402458
3163,5,2,9799703.172581417
4234,3,2,12912925.573128046
2397,3,4,7460546.4797930075
3833,4,5,11848605.043976314
1491,5,3,4812934.203269165
2293,5,5,7279175.419464725
4567,3,5,14000556.236038016
4472,2,2,13575570.726702934
3253,1,1,9839523.59577006
2174,5,2,6831744.947728348
1652,1,4,5126156.836996893
2582,3,3,7986992.9426037725
1308,3,5,4223628.2747785505
2229,5,5,7086097.411731194
1161,4,1,3712973.9790830757
3016,2,5,9298723.980741486
2900,5,2,9009176.88198858
4288,2,3,13054893.372637633
2373,3,3,7358257.558289276
3604,3,3,11052524.916491589
3409,5,3,10567795.010963669
4327,3,4,13250866.237397509
1201,5,1,3882905.093289202
4533,2,1,13728472.024299707
2724,1,3,8312621.046243847
2162,5,1,6766845.638793836
3338,1,5,10214545.067707798
2200,5,2,6910229.766515016
4130,5,1,12669574.938095434
3101,1,5,9502776.741437647
1995,4,2,6244029.241573803
2144,1,4,6601429.05800125
3884,5,2,11961679.790933087
2281,2,4,7063586.722081823
4195,1,4,12755621.501902267
4501,1,1,13583136.006681366
2458,1,2,7483970.004253612
4437,5,2,13620916.840403782
1895,4,1,5915577.306542682
4287,2,3,13051225.43387823
2296,1,2,6997683.925920757
3453,1,5,10559538.63720742
4029,3,1,12266642.859649347
4998,4,2,15253825.525060808
3403,4,2,10469571.244436303
3036,2,1,9237461.67387235
3378,1,5,10333151.54786645
4282,2,3,13036455.735385003
3463,4,4,10709255.000477806
4986,2,3,15148132.185981859
1256,4,4,4088579.9323468204
3639,2,3,11106287.724119874
1136,2,4,3628172.698379837
4702,4,5,14455853.108102007
4226,4,4,12998315.271591013
3474,5,4,10792235.020079562
3118,2,2,9514585.410157459
3144,4,5,9782456.66249901
4009,2,3,12216275.233176457
3897,2,1,11821146.487298958
3004,1,4,9182784.49329036
1652,1,5,5156464.857081814
4310,4,4,13250716.67675831
3675,2,2,11185936.07126148
2290,4,1,7100371.190345542
2576,1,5,7928977.885600694
3644,3,1,11112886.516558908
1312,5,1,4215563.218049321
1506,5,5,4917294.883872433
2924,1,5,8971964.05660764
2990,4,5,9319097.114322081
1637,1,3,5050397.422582806
1203,3,3,3848953.992692236
1932,1,4,5965305.507528477
4133,3,2,12609740.24826502
1648,4,5,5293501.429770787
3792,2,1,11505417.652223198
